# 2theta y_obs y_calc y_diff
2.475999999999999979e+00 3.994500000000000000e+04 3.971318602201437170e+04 2.318139779856282985e+02
2.479999999999999982e+00 3.915300000000000000e+04 3.970015753646739904e+04 -5.471575364673990407e+02
2.483999999999999986e+00 3.968000000000000000e+04 3.968710041257854027e+04 -7.100412578540272079e+00
2.487999999999999989e+00 4.035500000000000000e+04 3.967401485379013320e+04 6.809851462098667980e+02
2.491999999999999993e+00 4.002300000000000000e+04 3.966090106289344112e+04 3.620989371065588784e+02
2.495999999999999996e+00 3.950800000000000000e+04 3.964775924202978786e+04 -1.397592420297878562e+02
2.500000000000000000e+00 3.914900000000000000e+04 3.963458959269215848e+04 -4.855895926921584760e+02
2.504000000000000004e+00 4.027500000000000000e+04 3.962139231572650169e+04 6.536076842734983074e+02
2.508000000000000007e+00 3.974500000000000000e+04 3.960816761133310501e+04 1.368323886668949854e+02
2.512000000000000011e+00 3.981800000000000000e+04 3.959491567906805722e+04 2.230843209319427842e+02
2.516000000000000014e+00 3.963700000000000000e+04 3.958163671784463804e+04 5.536328215536195785e+01
2.520000000000000018e+00 3.939000000000000000e+04 3.956833092593459878e+04 -1.783309259345987812e+02
2.524000000000000021e+00 3.937100000000000000e+04 3.955499850096969021e+04 -1.839985009696902125e+02
2.528000000000000025e+00 3.959200000000000000e+04 3.954163963994295045e+04 5.036036005704954732e+01
2.532000000000000028e+00 4.034400000000000000e+04 3.952825453921017470e+04 8.157454607898253016e+02
2.536000000000000032e+00 3.927300000000000000e+04 3.951484339449115214e+04 -2.418433944911521394e+02
2.540000000000000036e+00 4.032000000000000000e+04 3.950140640087125939e+04 8.185935991287406068e+02
2.544000000000000039e+00 4.028100000000000000e+04 3.948794375280262466e+04 7.930562471973753418e+02
2.548000000000000043e+00 3.930900000000000000e+04 3.947445564410556108e+04 -1.654556441055610776e+02
2.552000000000000046e+00 3.854800000000000000e+04 3.946094226797008014e+04 -9.129422679700801382e+02
2.556000000000000050e+00 3.995700000000000000e+04 3.944740381695704855e+04 5.095961830429514521e+02
2.560000000000000053e+00 3.911500000000000000e+04 3.943384048299971619e+04 -3.188404829997161869e+02
2.564000000000000057e+00 3.996900000000000000e+04 3.942025245740499668e+04 5.487475425950033241e+02
2.568000000000000060e+00 3.947500000000000000e+04 3.940663993085484981e+04 6.836006914515019162e+01
2.572000000000000064e+00 3.937500000000000000e+04 3.939300309340763488e+04 -1.800309340763487853e+01
2.576000000000000068e+00 3.888400000000000000e+04 3.937934213449952949e+04 -4.953421344995294930e+02
2.580000000000000071e+00 3.916000000000000000e+04 3.936565724294576648e+04 -2.056572429457664839e+02
2.584000000000000075e+00 3.918100000000000000e+04 3.935194860694214731e+04 -1.709486069421473076e+02
2.588000000000000078e+00 3.908200000000000000e+04 3.933821641406622075e+04 -2.562164140662207501e+02
2.592000000000000082e+00 3.900900000000000000e+04 3.932446085127875995e+04 -3.154608512787599466e+02
2.596000000000000085e+00 3.940800000000000000e+04 3.931068210492505750e+04 9.731789507494249847e+01
2.600000000000000089e+00 3.871100000000000000e+04 3.929688036073629337e+04 -5.858803607362933690e+02
2.604000000000000092e+00 3.918600000000000000e+04 3.928305580383087363e+04 -9.705580383087362861e+01
2.608000000000000096e+00 3.870200000000000000e+04 3.926920861871571833e+04 -5.672086187157183303e+02
2.612000000000000099e+00 3.933300000000000000e+04 3.925533898928768031e+04 7.766101071231969399e+01
2.616000000000000103e+00 3.927900000000000000e+04 3.924144709883481846e+04 3.755290116518153809e+01
2.620000000000000107e+00 3.905200000000000000e+04 3.922753313003786025e+04 -1.755331300378602464e+02
2.624000000000000110e+00 3.853100000000000000e+04 3.921359726497127122e+04 -6.825972649712712155e+02
2.628000000000000114e+00 3.869500000000000000e+04 3.919963968510487757e+04 -5.046396851048775716e+02
2.632000000000000117e+00 3.906900000000000000e+04 3.918566057130500849e+04 -1.166605713050084887e+02
2.636000000000000121e+00 3.910800000000000000e+04 3.917166010383592220e+04 -6.366010383592220023e+01
2.640000000000000124e+00 3.879700000000000000e+04 3.915763846236105746e+04 -3.606384623610574636e+02
2.644000000000000128e+00 3.925100000000000000e+04 3.914359582594437234e+04 1.074041740556276636e+02
2.648000000000000131e+00 3.901400000000000000e+04 3.912953237305169023e+04 -1.155323730516902287e+02
2.652000000000000135e+00 3.865000000000000000e+04 3.911544828155202413e+04 -4.654482815520241274e+02
2.656000000000000139e+00 3.842500000000000000e+04 3.910134372871882806e+04 -6.763437287188280607e+02
2.660000000000000142e+00 3.916600000000000000e+04 3.908721889123140863e+04 7.878110876859136624e+01
2.664000000000000146e+00 3.836100000000000000e+04 3.907307394517611101e+04 -7.120739451761110104e+02
2.668000000000000149e+00 3.909500000000000000e+04 3.905890906604778866e+04 3.609093395221134415e+01
2.672000000000000153e+00 3.766400000000000000e+04 3.904472442875096749e+04 -1.380724428750967490e+03
2.676000000000000156e+00 3.824100000000000000e+04 3.903052020760114829e+04 -7.895202076011482859e+02
